run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,action_frame
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.012709029018878937,3
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.015991585329174995,4
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.016029024496674538,5
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.005726283881813288,6
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.015483045019209385,7
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,1.2,0.25,750.0,0.75,13788209987369430635,6964187763139144458,velocity_relative_l2/frame,0.006229809485375881,8
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2,0.004936260171234608,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/left_position,0.0038429638370871544,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/left_rotation,0.0032593710348010063,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/right_position,0.005540233105421066,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/right_rotation,0.004788528196513653,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/gripper,0.007289073430001736,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.003194633172824979,0
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.005126068368554115,1
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.0036956986878067255,2
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.005430007819086313,3
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.00600974727421999,4
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.00782434269785881,5
